,Airline,Source,Destination,Total_Stops,Price,Date,Month,Year,Day_no,Arrival_hour,Arrival_min,Dep_hour,Dep_min,dur_float
293,SpiceJet,Mumbai,Hyderabad,0,4129,3,6,2019,0,7,5,5,45,1.3333333333333333
294,IndiGo,Kolkata,Banglore,0,4804,18,5,2019,5,0,5,21,25,2.6666666666666665
295,Jet Airways,Banglore,Delhi,0,7229,5,6,2019,2,11,20,8,20,3.0
296,Jet Airways,Banglore,New Delhi,1,7832,21,3,2019,3,19,10,7,0,12.166666666666666
297,SpiceJet,Chennai,Kolkata,0,3859,18,3,2019,0,12,5,9,30,2.5833333333333335
298,Multiple carriers,Delhi,Cochin,1,9001,6,6,2019,3,19,15,7,30,11.75
299,Vistara,Banglore,Delhi,0,4878,5,9,2019,3,19,35,17,0,2.5833333333333335
300,IndiGo,Mumbai,Hyderabad,0,2754,5,3,2019,1,4,5,2,35,1.5
301,Vistara,Banglore,Delhi,0,4668,27,6,2019,3,9,40,7,0,2.6666666666666665
302,Air Asia,Kolkata,Banglore,0,5216,5,12,2019,3,12,55,10,20,2.5833333333333335
303,Jet Airways,Delhi,Cochin,2,10368,6,6,2019,3,4,25,5,30,22.916666666666668
304,IndiGo,Delhi,Cochin,2,8146,3,9,2019,1,21,20,6,40,14.666666666666666
305,Jet Airways,Delhi,Cochin,1,12242,27,3,2019,2,4,25,13,0,15.416666666666666
306,Jet Airways,Banglore,New Delhi,1,9134,15,3,2019,4,15,15,8,0,7.25
307,Air India,Delhi,Cochin,2,10939,6,6,2019,3,9,25,13,15,20.166666666666668
308,Air India,Delhi,Cochin,2,11753,6,6,2019,3,7,40,10,55,20.75
309,SpiceJet,Kolkata,Banglore,0,4174,24,4,2019,2,19,40,17,10,2.5
310,Jet Airways,Kolkata,Banglore,1,10844,21,5,2019,1,19,50,20,0,23.833333333333332
311,Jet Airways,Delhi,Cochin,1,14714,6,3,2019,2,19,0,16,0,27.0
312,Jet Airways,Kolkata,Banglore,1,9899,6,12,2019,4,12,0,6,30,5.5
313,IndiGo,Delhi,Cochin,1,14871,3,3,2019,6,21,0,9,10,11.833333333333334
314,IndiGo,Chennai,Kolkata,0,7295,3,6,2019,0,15,35,13,20,2.25
315,Air India,Delhi,Cochin,2,13465,6,6,2019,3,19,15,18,45,24.5
316,SpiceJet,Chennai,Kolkata,0,3543,21,5,2019,1,20,5,17,45,2.3333333333333335
317,Multiple carriers,Delhi,Cochin,1,7198,27,6,2019,3,1,30,19,0,6.5
318,Jet Airways,Delhi,Cochin,1,10262,6,1,2019,6,4,25,8,0,20.416666666666668
319,IndiGo,Kolkata,Banglore,0,4148,15,3,2019,4,17,55,15,20,2.5833333333333335
320,Jet Airways,Banglore,Delhi,0,8016,27,6,2019,3,18,10,15,15,2.9166666666666665
321,Jet Airways,Delhi,Cochin,1,10262,6,9,2019,4,4,25,22,50,5.583333333333333
322,SpiceJet,Kolkata,Banglore,0,3841,15,6,2019,5,17,25,14,55,2.5
323,Jet Airways,Banglore,New Delhi,1,11507,3,12,2019,1,0,30,9,45,14.75
324,Jet Airways,Kolkata,Banglore,1,14781,5,1,2019,5,20,45,8,25,12.333333333333334
325,Jet Airways,Delhi,Cochin,1,16079,27,5,2019,0,19,0,17,30,25.5
326,Jet Airways,Delhi,Cochin,1,12898,27,5,2019,0,4,25,22,50,5.583333333333333
327,Multiple carriers,Delhi,Cochin,1,15353,3,6,2019,0,19,15,7,30,11.75
328,IndiGo,Banglore,New Delhi,0,7303,24,3,2019,6,21,20,18,25,2.9166666666666665
329,SpiceJet,Kolkata,Banglore,1,6197,24,3,2019,6,20,45,15,5,5.666666666666667
330,Air India,Kolkata,Banglore,1,8996,6,9,2019,4,13,15,9,10,4.083333333333333
331,IndiGo,Delhi,Cochin,1,6528,21,3,2019,3,22,20,14,20,8.0
332,GoAir,Banglore,Delhi,0,4239,4,9,2019,2,23,40,20,55,2.75
333,IndiGo,Kolkata,Banglore,0,4148,3,12,2019,1,23,5,20,25,2.6666666666666665
334,SpiceJet,Banglore,Delhi,0,3971,24,5,2019,4,0,5,21,10,2.9166666666666665
335,Air Asia,Kolkata,Banglore,1,5192,5,6,2019,2,23,30,7,35,15.916666666666666
336,Jet Airways,Delhi,Cochin,2,9483,4,9,2019,2,12,35,13,25,23.166666666666668
337,Jet Airways,Delhi,Cochin,2,18804,6,3,2019,2,19,0,11,40,7.333333333333333
338,Air India,Delhi,Cochin,0,5201,18,6,2019,1,8,0,5,10,2.8333333333333335
339,Jet Airways,Delhi,Cochin,1,16079,27,5,2019,0,19,0,11,30,7.5
340,Jet Airways,Banglore,Delhi,0,7229,15,6,2019,5,22,50,19,50,3.0
341,Multiple carriers,Delhi,Cochin,1,6795,27,5,2019,0,1,30,17,45,7.75
342,Jet Airways,Kolkata,Banglore,1,10953,5,9,2019,3,10,55,9,35,25.333333333333332
343,Multiple carriers,Delhi,Cochin,2,15965,24,6,2019,0,1,30,15,5,10.416666666666666
344,Air India,Delhi,Cochin,2,9968,4,9,2019,2,19,15,12,55,30.333333333333332
345,IndiGo,Kolkata,Banglore,0,4804,6,6,2019,3,0,50,22,15,2.5833333333333335
346,Jet Airways,Delhi,Cochin,1,16079,27,5,2019,0,19,0,10,0,9.0
347,Jet Airways,Delhi,Cochin,2,11507,6,12,2019,4,12,35,21,25,15.166666666666666
348,Air India,Kolkata,Banglore,2,11542,6,9,2019,4,13,45,9,25,28.333333333333332
349,Jet Airways,Banglore,Delhi,0,7229,24,4,2019,2,20,45,17,45,3.0
350,Jet Airways,Banglore,Delhi,0,4544,27,4,2019,5,8,45,6,0,2.75
351,IndiGo,Delhi,Cochin,1,6496,15,5,2019,2,10,5,5,10,4.916666666666667
352,IndiGo,Kolkata,Banglore,0,4804,15,6,2019,5,0,5,21,25,2.6666666666666665
353,Air India,Banglore,New Delhi,1,13439,3,1,2019,3,9,15,11,5,22.166666666666668
354,Jet Airways,Delhi,Cochin,1,6540,27,3,2019,2,4,25,18,15,10.166666666666666
355,IndiGo,Banglore,Delhi,0,4591,6,1,2019,6,2,20,23,30,2.8333333333333335
356,IndiGo,Banglore,New Delhi,1,4437,18,3,2019,0,20,35,16,15,4.333333333333333
357,Air Asia,Delhi,Cochin,1,6151,21,3,2019,3,7,10,20,10,11.0
358,Jet Airways,Banglore,Delhi,0,7754,21,6,2019,4,20,45,17,45,3.0
359,Jet Airways,Delhi,Cochin,1,10262,24,6,2019,0,12,35,14,0,22.583333333333332
360,Jet Airways,Banglore,Delhi,0,8016,6,9,2019,4,22,0,18,55,3.0833333333333335
361,SpiceJet,Kolkata,Banglore,0,4781,24,3,2019,6,9,35,6,55,2.6666666666666665
362,Vistara,Banglore,Delhi,0,4668,27,6,2019,3,14,20,11,30,2.8333333333333335
363,Air India,Banglore,New Delhi,1,14594,3,6,2019,0,8,55,11,50,21.083333333333332
364,Jet Airways,Kolkata,Banglore,1,14231,24,3,2019,6,4,45,16,55,11.833333333333334
365,Air India,Delhi,Cochin,1,8425,15,5,2019,2,6,50,5,15,25.583333333333332
366,Multiple carriers,Delhi,Cochin,1,9646,6,12,2019,4,22,30,7,5,15.416666666666666
367,IndiGo,Chennai,Kolkata,0,7295,3,3,2019,6,17,5,14,40,2.4166666666666665
368,Air Asia,Kolkata,Banglore,1,5162,4,9,2019,2,10,30,6,50,3.6666666666666665
369,IndiGo,Banglore,New Delhi,0,6860,3,9,2019,1,21,20,18,25,2.9166666666666665
370,Vistara,Delhi,Cochin,0,6216,15,4,2019,0,9,10,6,0,3.1666666666666665
371,Air Asia,Kolkata,Banglore,1,5192,24,5,2019,4,19,25,7,35,11.833333333333334
372,IndiGo,Banglore,Delhi,0,4823,4,9,2019,2,22,50,20,0,2.8333333333333335
373,SpiceJet,Banglore,Delhi,0,3919,4,3,2019,0,12,20,9,30,2.8333333333333335
374,IndiGo,Mumbai,Hyderabad,0,2754,6,3,2019,2,20,35,19,5,1.5
375,Multiple carriers,Delhi,Cochin,1,9315,5,9,2019,3,19,0,7,30,11.5
376,Multiple carriers,Delhi,Cochin,1,11667,27,3,2019,2,18,50,10,0,8.833333333333334
377,Jet Airways,Kolkata,Banglore,1,6224,6,12,2019,4,4,40,8,25,20.25
378,Air India,Kolkata,Banglore,2,13349,24,3,2019,6,5,35,9,25,20.166666666666668
379,Jet Airways,Banglore,New Delhi,1,11087,18,3,2019,0,9,0,16,55,16.083333333333332
380,Multiple carriers,Delhi,Cochin,1,15603,3,6,2019,0,1,35,13,0,12.583333333333334
381,Jet Airways,Delhi,Cochin,2,15129,5,9,2019,3,12,35,19,30,17.083333333333332
382,IndiGo,Banglore,Delhi,0,4823,4,9,2019,2,19,55,16,55,3.0
383,Vistara,Kolkata,Banglore,1,8452,5,1,2019,5,22,40,7,10,15.5
384,Multiple carriers,Delhi,Cochin,1,12524,6,6,2019,3,19,0,7,30,11.5
385,SpiceJet,Chennai,Kolkata,0,3384,27,3,2019,2,20,5,17,45,2.3333333333333335
386,Jet Airways,Delhi,Cochin,1,10262,6,1,2019,6,19,0,19,15,23.75
387,SpiceJet,Mumbai,Hyderabad,0,1965,18,6,2019,1,14,45,13,15,1.5
388,IndiGo,Kolkata,Banglore,0,4804,18,5,2019,5,0,50,22,15,2.5833333333333335
389,Jet Airways,Delhi,Cochin,1,16079,27,5,2019,0,19,0,18,15,24.75
390,Jet Airways,Delhi,Cochin,2,13292,6,1,2019,6,19,0,21,25,21.583333333333332
391,Air Asia,Delhi,Cochin,1,6751,5,9,2019,3,13,25,7,55,5.5
392,Air India,Delhi,Cochin,1,8669,15,5,2019,2,19,15,7,0,12.25
393,IndiGo,Delhi,Cochin,1,14871,3,3,2019,6,1,35,17,30,8.083333333333334
394,Jet Airways,Delhi,Cochin,1,12898,21,5,2019,1,19,0,14,0,5.0
395,SpiceJet,Banglore,Delhi,0,3919,6,6,2019,3,12,20,9,30,2.8333333333333335
396,Multiple carriers,Delhi,Cochin,1,36983,3,1,2019,3,19,15,12,50,6.416666666666667
397,IndiGo,Chennai,Kolkata,0,3597,6,3,2019,2,21,55,19,35,2.3333333333333335
398,Air India,Banglore,New Delhi,0,10741,3,9,2019,1,19,45,17,0,2.75
399,Air India,Kolkata,Banglore,2,11432,6,6,2019,3,5,35,16,50,12.75
400,Jet Airways,Banglore,New Delhi,1,11087,3,12,2019,1,10,45,18,55,15.833333333333334
401,Jet Airways,Delhi,Cochin,2,13292,6,3,2019,2,12,35,9,35,27.0
402,Air India,Delhi,Cochin,3,10493,15,6,2019,5,7,40,5,15,26.416666666666668
403,GoAir,Banglore,New Delhi,0,7631,3,9,2019,1,10,40,7,45,2.9166666666666665
404,Air India,Delhi,Cochin,2,13381,6,6,2019,3,7,40,6,50,24.833333333333332
405,Jet Airways,Kolkata,Banglore,1,13731,6,6,2019,3,4,40,20,0,8.666666666666666
406,Air India,Delhi,Cochin,2,11911,21,5,2019,1,7,40,5,55,25.75
407,IndiGo,Banglore,Delhi,0,4591,18,4,2019,3,2,20,23,30,2.8333333333333335
408,Multiple carriers,Delhi,Cochin,1,14848,6,3,2019,2,19,15,13,0,6.25
409,Multiple carriers,Delhi,Cochin,1,8266,6,12,2019,4,19,15,8,45,10.5
410,Air India,Delhi,Cochin,2,12392,18,5,2019,5,19,15,17,15,26.0
411,Jet Airways,Kolkata,Banglore,1,13044,6,12,2019,4,12,0,18,55,17.083333333333332
412,Jet Airways,Delhi,Cochin,1,12898,21,5,2019,1,4,25,7,5,21.333333333333332
413,Jet Airways,Delhi,Cochin,1,12242,21,3,2019,3,4,25,22,50,5.583333333333333
414,IndiGo,Banglore,Delhi,0,3943,18,5,2019,5,13,0,10,10,2.8333333333333335
415,Vistara,Kolkata,Banglore,1,11105,24,3,2019,6,22,10,20,20,25.833333333333332
416,Jet Airways,Kolkata,Banglore,1,14388,5,12,2019,3,9,20,21,10,12.166666666666666
417,Jet Airways,Delhi,Cochin,2,13014,18,5,2019,5,12,35,19,30,17.083333333333332
418,Multiple carriers,Delhi,Cochin,1,15411,3,6,2019,0,18,50,10,20,8.5
419,Jet Airways,Delhi,Cochin,1,16289,3,9,2019,1,18,50,19,45,23.083333333333332
420,IndiGo,Delhi,Cochin,1,6442,15,5,2019,2,16,10,6,50,9.333333333333334
421,Jet Airways,Kolkata,Banglore,1,10844,18,5,2019,5,16,20,8,25,7.916666666666667
422,Jet Airways,Mumbai,Hyderabad,0,5678,18,5,2019,5,11,50,10,20,1.5
423,IndiGo,Banglore,Delhi,0,6906,4,12,2019,2,2,20,23,30,2.8333333333333335
424,SpiceJet,Chennai,Kolkata,0,3543,21,5,2019,1,12,0,9,45,2.25
425,Jet Airways,Delhi,Cochin,1,14714,6,6,2019,3,19,0,9,0,10.0
426,Vistara Premium economy,Banglore,New Delhi,0,11793,3,3,2019,6,18,35,16,0,2.5833333333333335
427,Multiple carriers,Delhi,Cochin,1,14323,15,5,2019,2,19,15,11,30,7.75
428,SpiceJet,Banglore,Delhi,0,3971,4,9,2019,2,0,5,21,10,2.9166666666666665
429,Vistara,Kolkata,Banglore,1,8452,5,6,2019,2,22,40,20,20,26.333333333333332
430,Vistara,Banglore,Delhi,0,5403,4,12,2019,2,9,40,7,0,2.6666666666666665
431,Multiple carriers,Delhi,Cochin,1,13727,5,9,2019,3,21,0,10,0,11.0
432,Air India,Kolkata,Banglore,2,12639,4,1,2019,4,5,25,10,0,19.416666666666668
433,Jet Airways,Banglore,Delhi,0,5198,18,4,2019,3,18,10,15,15,2.9166666666666665
434,Vistara,Banglore,Delhi,0,4878,6,1,2019,6,22,15,19,30,2.75
435,Jet Airways,Delhi,Cochin,1,12373,18,5,2019,5,19,0,19,45,23.25
436,Multiple carriers,Delhi,Cochin,1,8552,3,3,2019,6,16,10,7,10,9.0
437,Vistara,Delhi,Cochin,0,6741,21,4,2019,6,17,50,14,40,3.1666666666666665
438,Multiple carriers,Delhi,Cochin,1,6481,4,9,2019,2,19,15,12,50,6.416666666666667
439,Multiple carriers,Delhi,Cochin,1,7354,6,6,2019,3,19,15,10,35,8.666666666666666
440,Air India,Banglore,Delhi,0,5228,21,4,2019,6,23,55,21,5,2.8333333333333335
441,Jet Airways,Kolkata,Banglore,1,10844,5,12,2019,3,20,45,8,25,12.333333333333334
442,IndiGo,Delhi,Cochin,1,6347,18,5,2019,5,12,10,6,50,5.333333333333333
443,Air India,Banglore,New Delhi,1,5013,15,3,2019,4,12,15,8,15,4.0
444,Jet Airways,Kolkata,Banglore,1,9663,6,9,2019,4,4,40,18,55,9.75
445,IndiGo,Banglore,Delhi,0,4823,4,6,2019,1,21,20,18,25,2.9166666666666665
446,Air India,Delhi,Cochin,2,13381,24,6,2019,0,19,15,16,55,26.333333333333332
447,SpiceJet,Chennai,Kolkata,0,3543,6,1,2019,6,12,0,9,45,2.25
448,Jet Airways,Kolkata,Banglore,1,9663,15,5,2019,2,4,40,18,55,9.75
449,Jet Airways,Kolkata,Banglore,1,7064,4,1,2019,4,19,50,18,55,24.916666666666668
450,Jet Airways,Delhi,Cochin,1,10262,6,9,2019,4,19,0,7,5,11.916666666666666
451,Air India,Delhi,Cochin,2,13013,6,1,2019,6,19,15,10,55,8.333333333333334
452,Jet Airways,Delhi,Cochin,2,15339,27,6,2019,3,12,35,19,10,17.416666666666668
453,GoAir,Banglore,Delhi,0,4937,18,4,2019,3,14,30,11,40,2.8333333333333335
454,IndiGo,Delhi,Cochin,1,6818,6,6,2019,3,12,10,5,5,7.083333333333333
455,Air India,Delhi,Cochin,2,10441,18,5,2019,5,19,15,22,0,21.25
456,Jet Airways,Delhi,Cochin,1,5177,4,3,2019,0,19,0,14,0,5.0
457,IndiGo,Chennai,Kolkata,0,3858,27,6,2019,3,14,0,11,35,2.4166666666666665
458,IndiGo,Kolkata,Banglore,1,6534,18,5,2019,5,2,15,21,0,5.25
459,Multiple carriers,Delhi,Cochin,1,6795,15,6,2019,5,1,30,10,20,15.166666666666666
460,Multiple carriers,Delhi,Cochin,1,9736,6,3,2019,2,19,15,7,30,11.75
461,Jet Airways,Banglore,Delhi,0,7229,5,1,2019,5,22,50,19,50,3.0
462,SpiceJet,Delhi,Cochin,1,4957,24,4,2019,2,22,50,17,55,4.916666666666667
463,IndiGo,Banglore,New Delhi,0,7648,3,9,2019,1,8,45,6,0,2.75
464,SpiceJet,Kolkata,Banglore,0,3873,15,6,2019,5,17,25,14,55,2.5
465,Jet Airways,Kolkata,Banglore,1,14388,5,12,2019,3,4,40,18,55,9.75
466,IndiGo,Kolkata,Banglore,0,5618,3,6,2019,0,19,55,17,15,2.6666666666666665
467,Multiple carriers,Delhi,Cochin,1,7408,6,9,2019,4,1,30,19,0,6.5
468,Air Asia,Delhi,Cochin,1,13774,3,3,2019,6,22,15,16,45,5.5
469,Vistara,Banglore,Delhi,0,4668,5,3,2019,1,9,40,7,0,2.6666666666666665
470,Jet Airways,Delhi,Cochin,2,13082,21,3,2019,3,4,25,18,20,34.083333333333336
471,Air India,Delhi,Cochin,1,8669,6,3,2019,2,19,15,3,50,15.416666666666666
472,IndiGo,Delhi,Cochin,1,6316,24,6,2019,0,1,30,16,0,9.5
473,Jet Airways,Delhi,Cochin,1,12583,3,6,2019,0,4,25,22,20,6.083333333333333
474,Vistara,Banglore,New Delhi,0,7923,3,9,2019,1,18,50,16,10,2.6666666666666665
475,GoAir,Delhi,Cochin,1,7378,3,3,2019,6,12,50,7,0,5.833333333333333
476,Vistara,Banglore,Delhi,0,4878,6,3,2019,2,22,15,19,30,2.75
477,Jet Airways,Kolkata,Banglore,1,10844,18,5,2019,5,19,50,16,30,27.333333333333332
478,Jet Airways,Banglore,Delhi,0,7229,4,3,2019,0,11,20,8,20,3.0
479,SpiceJet,Delhi,Cochin,1,6297,21,5,2019,1,11,20,6,5,5.25
480,Jet Airways,Kolkata,Banglore,1,8529,6,12,2019,4,12,0,20,0,16.0
481,Multiple carriers,Delhi,Cochin,1,13727,18,5,2019,5,21,0,14,0,7.0
482,SpiceJet,Kolkata,Banglore,1,6643,24,5,2019,4,17,15,8,35,8.666666666666666
483,Multiple carriers,Delhi,Cochin,1,10197,5,9,2019,3,19,0,10,0,9.0
484,SpiceJet,Kolkata,Banglore,0,4911,21,4,2019,6,0,40,22,20,2.3333333333333335
485,IndiGo,Chennai,Kolkata,0,6482,3,6,2019,0,7,35,5,15,2.3333333333333335
486,Jet Airways,Banglore,New Delhi,1,26890,3,1,2019,3,15,15,8,55,6.333333333333333
487,IndiGo,Kolkata,Banglore,1,3717,18,5,2019,5,23,45,19,20,4.416666666666667
488,IndiGo,Chennai,Kolkata,0,3597,6,1,2019,6,15,35,13,15,2.3333333333333335
489,Air India,Banglore,New Delhi,2,10846,18,3,2019,0,22,10,11,5,11.083333333333334
490,Air India,Banglore,New Delhi,1,14069,3,1,2019,3,22,45,5,50,16.916666666666668
491,Jet Airways,Delhi,Cochin,1,5177,4,1,2019,4,12,35,22,50,13.75
492,Air India,Delhi,Cochin,2,14641,3,6,2019,0,7,40,5,55,25.75
493,IndiGo,Delhi,Cochin,1,6442,6,6,2019,3,22,30,8,35,13.916666666666666
494,Air India,Delhi,Cochin,1,5704,21,3,2019,3,23,0,17,45,5.25
495,Jet Airways,Kolkata,Banglore,1,9663,5,6,2019,2,9,20,14,5,19.25
496,Jet Airways,Delhi,Cochin,1,14714,6,6,2019,3,4,25,20,55,7.5
497,Jet Airways,Delhi,Cochin,1,5406,4,1,2019,4,19,0,10,0,9.0
498,Vistara,Kolkata,Banglore,1,8610,15,5,2019,2,20,20,20,20,24.0
499,Jet Airways,Delhi,Cochin,2,14237,6,12,2019,4,12,35,18,25,18.166666666666668
500,IndiGo,Banglore,Delhi,0,4823,6,9,2019,4,10,5,7,10,2.9166666666666665
501,IndiGo,Mumbai,Hyderabad,0,2227,27,3,2019,2,21,35,20,5,1.5
502,Jet Airways,Delhi,Cochin,1,12373,18,5,2019,5,4,25,7,5,21.333333333333332
503,Air India,Delhi,Cochin,1,8372,6,6,2019,3,19,15,13,0,6.25
504,Jet Airways,Delhi,Cochin,1,17024,3,3,2019,6,4,25,13,55,14.5
505,Air India,Mumbai,Hyderabad,0,3100,27,5,2019,0,22,25,21,5,1.3333333333333333
506,Jet Airways,Delhi,Cochin,1,14053,3,9,2019,1,19,45,6,50,12.916666666666666
507,IndiGo,Chennai,Kolkata,0,3540,5,9,2019,3,7,40,5,15,2.4166666666666665
508,Vistara,Kolkata,Banglore,1,9345,21,5,2019,1,18,50,20,20,22.5
509,Jet Airways,Delhi,Cochin,2,10368,6,1,2019,6,4,25,5,30,22.916666666666668
510,Jet Airways,Banglore,New Delhi,1,26890,3,1,2019,3,12,25,7,0,5.416666666666667
511,SpiceJet,Mumbai,Hyderabad,0,5755,3,9,2019,1,10,15,8,50,1.4166666666666667
512,Jet Airways,Banglore,New Delhi,1,7832,21,3,2019,3,16,10,8,55,7.25
513,Jet Airways,Kolkata,Banglore,1,14388,5,6,2019,2,20,45,8,25,12.333333333333334
514,Air India,Delhi,Cochin,2,8839,27,6,2019,3,9,25,13,15,20.166666666666668
515,Air India,Delhi,Cochin,2,22096,3,3,2019,6,19,15,22,0,21.25
516,Vistara,Chennai,Kolkata,0,3687,27,5,2019,0,9,20,7,5,2.25
517,Multiple carriers,Delhi,Cochin,1,9627,15,5,2019,2,19,0,8,30,10.5
518,Multiple carriers,Delhi,Cochin,1,13542,21,3,2019,3,1,35,11,30,14.083333333333334
519,IndiGo,Banglore,Delhi,0,4423,27,4,2019,5,6,50,4,0,2.8333333333333335
520,IndiGo,Delhi,Cochin,2,8899,3,3,2019,6,21,20,4,55,16.416666666666668
521,SpiceJet,Delhi,Cochin,1,5583,21,4,2019,6,11,20,6,5,5.25
522,Air Asia,Delhi,Cochin,1,6752,27,5,2019,0,6,35,16,45,13.833333333333334
523,SpiceJet,Chennai,Kolkata,0,3543,21,5,2019,1,10,35,8,20,2.25
524,Jet Airways,Banglore,New Delhi,1,7832,21,3,2019,3,15,15,8,0,7.25
525,Air India,Kolkata,Banglore,2,10991,5,1,2019,5,8,55,5,50,27.083333333333332
526,Jet Airways,Delhi,Cochin,1,12898,27,5,2019,0,12,35,9,0,27.583333333333332
527,Jet Airways,Delhi,Cochin,1,12898,27,5,2019,0,19,0,14,0,5.0
528,GoAir,Banglore,Delhi,0,3398,24,5,2019,4,14,30,11,40,2.8333333333333335
529,Air India,Delhi,Cochin,0,5201,24,4,2019,2,8,0,5,10,2.8333333333333335
530,Air India,Kolkata,Banglore,2,13873,5,6,2019,2,1,20,10,0,15.333333333333334
531,Air India,Delhi,Cochin,1,7384,15,6,2019,5,23,0,17,40,5.333333333333333
532,Jet Airways,Delhi,Cochin,1,10262,6,6,2019,3,4,25,18,15,10.166666666666666
533,Jet Airways,Kolkata,Banglore,1,10031,24,3,2019,6,12,0,8,25,27.583333333333332
534,Jet Airways,Kolkata,Banglore,1,12384,5,6,2019,2,19,10,9,35,9.583333333333334
535,Jet Airways,Kolkata,Banglore,1,7757,5,9,2019,3,18,15,14,5,28.166666666666668
536,Jet Airways,Banglore,New Delhi,1,17261,3,6,2019,0,11,25,21,25,14.0
537,SpiceJet,Chennai,Kolkata,0,7298,3,1,2019,3,12,5,9,30,2.5833333333333335
538,Jet Airways,Banglore,Delhi,0,7229,4,6,2019,1,18,10,15,15,2.9166666666666665
539,IndiGo,Kolkata,Banglore,0,4174,4,1,2019,4,7,15,4,40,2.5833333333333335
540,IndiGo,Kolkata,Banglore,1,5699,18,5,2019,5,22,15,17,35,4.666666666666667
541,Air India,Kolkata,Banglore,0,4880,24,4,2019,2,16,45,14,15,2.5
542,Air India,Delhi,Cochin,1,15284,3,6,2019,0,19,15,8,0,11.25
543,Jet Airways,Kolkata,Banglore,1,13759,24,3,2019,6,16,20,8,25,7.916666666666667
544,Vistara,Kolkata,Banglore,1,16092,24,3,2019,6,18,45,9,55,8.833333333333334
545,IndiGo,Mumbai,Hyderabad,0,4392,3,9,2019,1,7,45,6,20,1.4166666666666667
546,Jet Airways,Delhi,Cochin,1,10262,24,6,2019,0,12,35,20,55,15.666666666666666
547,SpiceJet,Kolkata,Banglore,0,3841,6,12,2019,4,9,30,6,55,2.5833333333333335
548,GoAir,Banglore,Delhi,0,5048,6,1,2019,6,10,40,7,45,2.9166666666666665
549,Air India,Kolkata,Banglore,1,11096,21,5,2019,1,20,25,7,0,13.416666666666666
550,IndiGo,Delhi,Cochin,1,5073,24,4,2019,2,12,10,7,35,4.583333333333333
551,Jet Airways,Delhi,Cochin,1,19828,3,3,2019,6,4,25,9,55,18.5
552,Vistara,Chennai,Kolkata,0,3739,21,3,2019,3,9,20,7,5,2.25
553,Air India,Delhi,Cochin,2,10598,3,9,2019,1,19,15,5,0,38.25
554,Jet Airways,Banglore,Delhi,0,7229,15,6,2019,5,22,0,18,55,3.0833333333333335
555,Vistara,Kolkata,Banglore,1,8610,4,1,2019,4,18,50,17,0,25.833333333333332
556,Vistara,Delhi,Cochin,0,6216,5,9,2019,3,17,50,14,40,3.1666666666666665
557,Air India,Banglore,Delhi,0,6961,6,9,2019,4,16,10,13,20,2.8333333333333335
558,Jet Airways,Kolkata,Banglore,1,10703,5,6,2019,2,21,5,9,35,11.5
559,Jet Airways,Kolkata,Banglore,1,14151,15,5,2019,2,23,35,17,0,6.583333333333333
560,Jet Airways,Kolkata,Banglore,1,8586,5,9,2019,3,10,5,6,30,27.583333333333332
561,IndiGo,Kolkata,Banglore,0,4488,4,12,2019,2,22,55,20,20,2.5833333333333335
562,Multiple carriers,Delhi,Cochin,1,7408,15,6,2019,5,1,30,18,0,7.5
563,Jet Airways,Delhi,Cochin,0,5443,18,4,2019,3,14,15,11,0,3.25
564,Jet Airways,Kolkata,Banglore,1,10539,6,12,2019,4,19,10,9,35,9.583333333333334
565,Multiple carriers,Delhi,Cochin,1,7723,6,1,2019,6,1,30,13,0,12.5
566,Multiple carriers,Delhi,Cochin,1,15411,3,6,2019,0,18,50,7,30,11.333333333333334
567,Jet Airways,Banglore,Delhi,0,7229,21,5,2019,1,10,10,7,10,3.0
568,IndiGo,Kolkata,Banglore,0,4804,21,6,2019,4,22,55,20,20,2.5833333333333335
569,Jet Airways,Mumbai,Hyderabad,0,4050,3,3,2019,6,4,25,2,55,1.5
570,Jet Airways,Kolkata,Banglore,1,14151,18,5,2019,5,19,10,17,0,26.166666666666668
571,SpiceJet,Delhi,Cochin,1,4957,4,6,2019,1,22,50,17,55,4.916666666666667
572,Air India,Banglore,New Delhi,0,7591,3,3,2019,6,23,55,21,10,2.75
573,Jet Airways,Kolkata,Banglore,1,11134,24,3,2019,6,22,35,13,55,8.666666666666666
574,IndiGo,Delhi,Cochin,1,6600,27,5,2019,0,12,10,5,5,7.083333333333333
575,Air India,Banglore,New Delhi,0,4966,3,9,2019,1,23,55,21,10,2.75
576,Air India,Delhi,Cochin,2,15481,6,1,2019,6,7,40,6,50,24.833333333333332
577,SpiceJet,Kolkata,Banglore,0,5515,3,1,2019,3,0,40,22,20,2.3333333333333335
578,Jet Airways,Delhi,Cochin,1,14714,15,6,2019,5,19,0,8,0,11.0
579,GoAir,Delhi,Cochin,1,4959,15,6,2019,5,19,35,10,35,9.0
580,Jet Airways,Banglore,Delhi,0,7229,21,4,2019,6,14,5,11,10,2.9166666666666665
581,Air India,Delhi,Cochin,0,6094,15,5,2019,2,21,10,18,5,3.0833333333333335
582,Air Asia,Kolkata,Banglore,0,4409,24,4,2019,2,12,55,10,20,2.5833333333333335
583,Multiple carriers,Delhi,Cochin,1,9794,18,5,2019,5,19,0,6,0,13.0
584,Jet Airways,Mumbai,Hyderabad,0,5678,4,3,2019,0,4,20,2,55,1.4166666666666667
585,IndiGo,Delhi,Cochin,1,6442,15,6,2019,5,16,10,8,35,7.583333333333333
